Id,price,name,neighborhood_overview,host_id,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
ZNDGC,190.0,Condo in San Francisco · 2 bedrooms · 2 beds · 1.5 baths,"We are in a great very central location.  Russian hill near Polk Street, Union Street and The Marina and Fisherman's Wharf.  There are so many local restaurants, shops, markets, services just on Polk Street alone that you need not venture far.",253839,2010-10-05,"San Francisco, CA","Sharing spaces that I have designed is both a business and a passion with this year marking my 20th season in Lake Tahoe.  Over the years many rental clients have become good friends and return each year to the same property.  Being the host to these return guests is the most rewarding part of my vacation and short term rental work. .

After spending my adult years raising my family on a sheep farmlett in Sebastopol California  with summer and weekend visits to  Lake Tahoe, got the travel bug and found an opportunity for change so change happened.

Buenos Aires is where I now spend about half of my time, por razon de tango (because of tango) but also because it is a fun and with the internet my work can happen wherever I am in the world.  Argentina is a  random place where strange things always happen.  I have met wonderful, interesting international people who come annually to Argentina to immerse themselves in the tango culture.  My life here is a combination of a Danielle Steele romance novel and a Woody Allen Movie. Taking notes, there is a book in here somewhere.

I have always loved dancing and for the last 10 years it has been a huge part of my life. Now that my children are super responsible adults, it has been possible to pursue it on a more intense level.  Ever since I went to college in Spain, living in a Spanish speaking country had always been my desire. I was invited to Buenos Aires in January 2009 to help teach Lindy Hop, specifically Balboa, at an International Lindy Hop Festival. Went tango dancing one night to Club Gricel and got completely hooked during one tanda de Calo, a composer of romantic tangos. A tanda is a group of 3-4 songs with some type of commonality that you dance with one partner. Tango either speaks to you or it does not, hard to explain but what the locals dance is not the show tango that people usually think of, it is a more personal and intimate experience. 

It has been exciting and never boring living a gypsy lifestyle, being able to travel to cities with varied dance communities, always running into friends from my dance world, managing the rentals all day and tango dancing all night, literally.   Sleep sometimes suffers a bit.  My favorite places to visit (and dance) so far have been Istanbul, Cosquin in Argentna for the annual Folklore festival, Rome, and Paris.  Culturally Turkey was the most amazing trip.  My motto has always been ""Press On"" but at this very moment staying home is sounding like a fun thing! 

Asides from dancing (swing, salsa, tango, folklore, pretty much everything) I also love to cook so every kitchen is fully equipped.  Hiking, skiing, decorating, design work and music are also my passions.  Read a lot more before tango but still find some time to read.  Suggestions are welcome!

Just rented my first property on Air bnb and it was a great experience, cute beach apartment in Venice California.  This inspired me to list on this site.

In order to keep things running smoothly and also to enjoy all that Northern California has to offer I come back several times a year.  When in the California I go through each San Francisco flat and Tahoe house make sure that all is in order and in good repair. To to be able to offer to visitors to Lake Tahoe and San Francisco lovely spaces where they can enjoy their valuable vacation or  time away from home for a project is a pleasure.  
",within a day,100%,54%,t,2.0,"['email', 'phone']",t,t,Marina,37.80142,-122.4247,Entire condo,Entire home/apt,4,1.5 baths,,2.0,"[""Hair dryer"", ""Dishwasher"", ""Elevator"", ""Indoor fireplace"", ""Smoke alarm"", ""Harbor view"", ""Oven"", ""Free parking on premises"", ""Fire extinguisher"", ""Coffee maker"", ""Room-darkening shades"", ""Dryer"", ""City skyline view"", ""Washer"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Single level home"", ""Extra pillows and blankets"", ""Hangers"", ""Wifi"", ""Heating"", ""Bay view"", ""Kitchen"", ""Marina view"", ""Hot water"", ""First aid kit"", ""Refrigerator"", ""Bathtub"", ""Essentials"", ""Stove"", ""Outdoor furniture"", ""Dishes and silverware"", ""Long term stays allowed"", ""Private patio or balcony"", ""Bed linens"", ""Microwave"", ""TV with standard cable""]",45,365,45,45,365,365,45.0,365.0,t,5,35,65,154,0,0,0,,,,,,,,,,f
J6Z8J,1400.0,Home in Half Moon Bay · ★4.97 · 5 bedrooms · 6 beds · 4 baths,"Ocean Colony- is a gated community in Half Moon Bay near the Ritz Carlton Half Moon Bay Resort. Ritz Carlton Half Moon Bay Resort is 10 min walk from the property via a residential private gate.  <br /><br />A beautiful 36- hole golf course (18-hole Ocean Course and 18-hole Old Course) of Half Moon Golf Links is also a 10- min walking distance via a residential private gate. Please contact the HMB Golf Links directly to book your tee time or ask for on-site facilities or amenities.  <br /><br />A nearby gorgeous beach Pelican Point Beach (a.k.a Ritz Carlton beach) connected to a coastal trail is 5 min walk from a residential private gate. Wonderful, expansive vibrant tide pools on Pelican Point Beach during low tide periods, please check the latest tide schedule and be aware of ocean safety when visiting the beach.",25729267,2015-01-07,,,,,,f,1.0,['phone'],f,f,Half Moon Bay,37.43028,-122.43763,Entire home,Entire home/apt,10,4 baths,,6.0,[],2,28,2,2,28,28,2.0,28.0,t,24,51,78,347,35,10,1,2016-08-10,2023-11-27,4.97,4.97,4.97,5.0,4.94,5.0,4.69,f
VEVCU,643.0,Home in Watsonville · ★4.98 · 3 bedrooms · 4 beds · 2 baths,"Close to Monterey, Carmel, the wine tasting region of Carmel Valley, and Santa Cruz.",52967004,2016-01-01,"Turlock, CA","We have always wanted to have a beach house and were so excited to find one we loved in 2019.

We live in Turlock, California and have four children. I am the director of a nonprofit that supports children. 

We love to go to the beach for fun and explore new restaurants and scenic places in the Monterey Bay region. 

We would love to welcome you at the Copper Nest!",within an hour,100%,98%,t,1.0,"['email', 'phone']",t,t,Unincorporated Areas,36.85988,-121.81558,Entire home,Entire home/apt,8,2 baths,,4.0,[],3,30,1,3,30,30,3.0,30.0,t,16,37,53,271,101,29,1,2019-12-24,2023-12-23,4.98,4.98,4.98,4.96,4.98,4.99,4.94,f
J5HVU,146.0,Rental unit in San Francisco · ★4.69 · 2 bedrooms · 2 beds · 1 bath,"Restaurants and bars on Divisadero are very popular, Luckys supermarket half a block away. Gourmet food shops within 4 blocks.",33686673,2015-05-18,"San Francisco, CA","I am long time Nopa resident,originally from Dublin,Ireland.
I love cooking for my family,hot yoga and knitting.",,,100%,t,1.0,"['email', 'phone']",t,t,Haight Ashbury,37.77495,-122.44305,Entire rental unit,Entire home/apt,6,1 bath,,2.0,"[""Shared backyard \u2013 Fully fenced"", ""Hair dryer"", ""Lockbox"", ""Smoke alarm"", ""Outdoor dining area"", ""Free street parking"", ""Pets allowed"", ""Fire extinguisher"", ""Private entrance"", ""Dryer"", ""Washer"", ""Carbon monoxide alarm"", ""Iron"", ""Hangers"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hot water"", ""First aid kit"", ""Essentials"", ""Self check-in"", ""Pack \u2019n play/Travel crib"", ""TV with standard cable""]",30,90,30,30,1125,1125,30.0,1125.0,t,17,46,76,351,134,3,0,2015-08-07,2023-08-20,4.69,4.82,4.69,4.94,4.85,4.83,4.58,t
JDWEL,100.0,Guesthouse in East Palo Alto · ★3.60 · 1 bedroom · 2 beds · 1 shared bath,"Safe and convenient neighborhood in the heart of Silicon Valley. Convenience stores, cafes and restaurants are within a few blocks in walking distance.",25821348,2015-01-08,"East Palo Alto, CA",I'm a teacher :),within a few hours,100%,97%,f,10.0,"['email', 'phone', 'work_email']",t,t,East Palo Alto,37.47232,-122.14815,Private room in guesthouse,Private room,1,1 shared bath,,2.0,[],28,1125,28,28,1125,1125,28.0,1125.0,t,30,60,90,364,5,3,0,2022-10-02,2023-09-02,3.6,3.8,3.0,4.6,4.6,3.8,3.6,t
457CB,168.0,Rental unit in San Francisco · 2 bedrooms · 2 beds · 2 baths,"This furnished apartment is located in South of Market, known as SoMa. A trendy, urban district, famous for its excellent art and museum scene. Home to a diverse mix of entrepreneurs and young families, this neighborhood offers hip bars, fine dinings and delicious coffee. Don’t miss the plethora of museums, including a visit to the San Francisco Modern Museum of Art. Baseball lovers frequently visit SoMa, as it is also home to the San Francisco Giants.",107434423,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,100%,97%,f,4620.0,"['email', 'phone', 'work_email']",t,t,South of Market,37.7805576,-122.40425879999998,Entire rental unit,Entire home/apt,4,2 baths,,2.0,"[""High chair"", ""Hair dryer"", ""TV"", ""Dishwasher"", ""Lockbox"", ""Elevator"", ""Smoke alarm"", ""Crib"", ""Oven"", ""Pets allowed"", ""Coffee maker"", ""Private entrance"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Hangers"", ""Wifi"", ""Heating"", ""Washer \u2013\u00a0In unit"", ""Kitchen"", ""Hot water"", ""Gym"", ""Paid parking on premises"", ""Refrigerator"", ""Bathtub"", ""Essentials"", ""Self check-in"", ""Shampoo"", ""Long term stays allowed"", ""Dryer \u2013\u00a0In unit"", ""Bed linens"", ""Microwave""]",31,1125,31,366,1125,1125,354.1,1125.0,t,16,46,76,351,1,0,0,2020-08-06,2020-08-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
MOYSW,90.0,Home in Palo Alto · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,,4961460,2013-02-04,"Palo Alto, CA","Married for more than 20 years. Father of three.
Avid book reader and collector. Loves to listen and play music.
Enjoys long walks in nature. 

Mother of three. Loves yoga and the outdoors..and a good garage sale.",within a day,100%,,f,3.0,"['email', 'phone']",t,t,Palo Alto,37.4062,-122.12428,Private room in home,Private room,1,1 shared bath,,1.0,[],3,1125,3,3,1125,1125,3.0,1125.0,t,21,29,59,149,13,0,0,2017-02-18,2019-12-22,4.92,5.0,5.0,5.0,5.0,5.0,4.92,f
OI3Y3,299.0,Rental unit in San Francisco · ★4.92 · 1 bedroom · 2 beds · 1 bath,"The studio is at the corner of Chestnut Street, a bustling street filled with great restaurants, bars, markets, shops and cafes. The bay, the Palace of Fine Arts, Fisherman’s Wharf, Union Street and the Golden Gate Bridge are within walking distance.",2694941,2012-06-20,"San Francisco, CA",We have lived in San Francisco for 20 years and absolutely love it.  We can’t wait to share our loves of the city with others who stay in our flat. ,within an hour,100%,80%,t,1.0,"['email', 'phone']",t,t,Marina,37.80099437300131,-122.44509431008797,Entire rental unit,Entire home/apt,4,1 bath,,2.0,"[""Paid dryer \u2013 In building"", ""Shared backyard \u2013 Fully fenced"", ""Garden view"", ""Dining table"", ""Coffee"", ""Hot water kettle"", ""Paid washer \u2013 In building"", ""Hair dryer"", ""Laundromat nearby"", ""Smoke alarm"", ""Fire pit"", ""Toaster"", ""Oven"", ""Luggage dropoff allowed"", ""Free street parking"", ""Fire extinguisher"", ""Coffee maker"", ""Private entrance"", ""Room-darkening shades"", ""Pantene shampoo"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Single level home"", ""Extra pillows and blankets"", ""Hangers"", ""Mini fridge"", ""Wifi"", ""Pantene  conditioner"", ""Freezer"", ""Heating"", ""Paid parking garage on premises \u2013 2 spaces"", ""Keypad"", ""Cleaning available during stay"", ""Courtyard view"", ""Kitchen"", ""Hot water"", ""Dedicated workspace"", ""First aid kit"", ""Cleaning products"", ""Shower gel"", ""Body soap"", ""Portable fans"", ""Refrigerator"", ""Essentials"", ""HDTV with Hulu, Amazon Prime Video, Netflix"", ""Outdoor furniture"", ""Self check-in"", ""Dishes and silverware"", ""Long term stays allowed"", ""Private patio or balcony"", ""Children\u2019s books and toys"", ""Bed linens"", ""Microwave""]",3,1125,3,3,1125,1125,3.0,1125.0,t,25,49,79,168,148,17,2,2017-08-14,2023-11-11,4.92,4.93,4.99,4.97,4.99,4.97,4.73,f
RMLQN,85.0,Rental unit in San Francisco · ★4.54 · 1 bedroom · 2 beds · 1 bath,,86027378,2016-07-26,"San Francisco, CA",,within an hour,100%,99%,f,12.0,['phone'],t,t,Excelsior,37.72599,-122.41867,Entire rental unit,Entire home/apt,4,1 bath,,2.0,"[""Essentials"", ""Heating"", ""Free street parking"", ""Self check-in"", ""Shampoo"", ""Long term stays allowed"", ""Kitchen"", ""Hot water"", ""Dryer"", ""Washer"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Lockbox"", ""Smoke alarm"", ""Wifi""]",30,1125,30,30,1125,1125,30.0,1125.0,t,30,60,90,365,80,3,1,2016-08-22,2023-11-12,4.54,4.78,4.57,4.86,4.73,4.54,4.55,f
YFYJF,350.0,Home in San Jose · ★5.0 · 3 bedrooms · 5 beds · 2 baths,,531159520,2023-08-10,,,within an hour,100%,80%,f,2.0,['phone'],t,f,San Jose,37.327991871561565,-121.94699838210788,Entire home,Entire home/apt,8,2 baths,,5.0,[],2,90,2,2,90,90,2.0,90.0,t,29,59,89,353,3,3,0,2023-08-20,2023-11-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
ZNSNM,80.0,Home in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1 private bath,"This is a super convenient neighborhood, sitting right next to Golden Gate Park, Sunset Blvd (280 and high 1) with bus 29 that goes to Golden Gate Bridge and Palace of Fine Arts, Noriega St (one block away) with bus 7 that goes to Downtown SF and Ocean Beach, and Noriega St (two block away) with a LOT of restaurants, shops, grocery, supermarket, and cafe.",50417524,2015-12-03,"San Francisco, CA","Hello, my name is Ken. Long time Airbnb guest turned host. I love nature, traveling and meeting new friends. Please do not hesitate to ask me question for any help and suggestions.",within an hour,100%,100%,t,3.0,"['email', 'phone']",t,t,Outer Sunset,37.753,-122.49546,Private room in home,Private room,2,1 private bath,,1.0,"[""Park view"", ""Paid dryer \u2013 In building"", ""Shared backyard \u2013 Fully fenced"", ""Dining table"", ""Security cameras on property"", ""Coffee"", ""Hot water kettle"", ""Hair dryer"", ""Laundromat nearby"", ""Smoke alarm"", ""Waterfront"", ""Ocean view"", ""Toaster"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Coffee maker: Keurig coffee machine"", ""Free street parking"", ""Fire extinguisher"", ""Private entrance"", ""Room-darkening shades"", ""Clothing storage: closet"", ""Central heating"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Public or shared beach access"", ""Iron"", ""Single level home"", ""Extra pillows and blankets"", ""Hangers"", ""Beach view"", ""Mini fridge"", ""Wifi"", ""Freezer"", ""Washer \u2013\u00a0In building"", ""Bidet"", ""Hot water"", ""Dedicated workspace"", ""Books and reading material"", ""First aid kit"", ""Shower gel"", ""Conditioner"", ""Cleaning products"", ""Lock on bedroom door"", ""Body soap"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Smart lock"", ""Shampoo"", ""40\"" HDTV with Netflix, Roku"", ""Dishes and silverware"", ""Kitchenette"", ""Long term stays allowed"", ""Baking sheet"", ""Bed linens"", ""Microwave""]",1,365,1,1,1125,1125,1.0,1125.0,t,27,57,87,146,83,74,5,2022-10-24,2023-11-26,4.94,4.94,4.93,4.95,4.99,4.87,4.88,t
YRBHO,51.0,Home in Mountain View · ★4.78 · 1 bedroom · 1 bed · 1.5 baths,,426122897,2021-10-05,,,within an hour,100%,99%,f,19.0,"['email', 'phone']",t,t,Mountain View,37.39568,-122.08282,Private room in home,Private room,2,1.5 baths,,1.0,[],2,1125,2,2,1125,1125,2.0,1125.0,t,30,60,90,90,9,9,0,2023-01-23,2023-09-14,4.78,4.56,4.78,4.89,4.67,4.89,4.67,f
YRXYH,48.0,Home in San Jose · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,"Walking distance to golf course, Safeway, pharmacy, bank, gas station, rail station, shopping plaza",256222949,2019-04-16,"San Jose, CA","Hello there nice to meet you! Here's something about myself. My family is from China , I have a very happy family.
And a hardworking husband and two handsome sons. I am kind, honest, and caring and I love making new friends from all over the world .
“Make yourself at home”
That's my greatest wish.",within an hour,100%,89%,t,11.0,"['email', 'phone']",t,t,San Jose,37.37206,-121.88353,Private room in home,Private room,2,1 shared bath,,1.0,[],3,30,3,3,30,30,3.0,30.0,t,30,60,90,365,32,12,0,2021-09-10,2023-11-08,4.94,5.0,4.97,5.0,4.94,4.91,4.84,f
HQ7KV,385.0,Home in San Francisco · ★5.0 · 2 bedrooms · 3 beds · 2 baths,Potrero Hill,13613187,2014-03-27,"San Francisco, CA",,within an hour,100%,100%,t,2.0,"['email', 'phone']",t,t,Potrero Hill,37.756258195831435,-122.39935530926554,Entire home,Entire home/apt,5,2 baths,,3.0,"[""Portable heater"", ""Dining table"", ""Security cameras on property"", ""Coffee"", ""Hot water kettle"", ""Hair dryer"", ""TV"", ""Dishwasher"", ""Smoke alarm"", ""Clothing storage: closet and wardrobe"", ""Outdoor dining area"", ""Toaster"", ""Blender"", ""Fire extinguisher"", ""Private entrance"", ""Room-darkening shades"", ""Private backyard"", ""Central heating"", ""Washer"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wine glasses"", ""Iron"", ""Extra pillows and blankets"", ""Hangers"", ""Free dryer \u2013 In building"", ""Wifi"", ""Freezer"", ""Keypad"", ""BBQ grill"", ""Kitchen"", ""Hot water"", ""Dedicated workspace"", ""First aid kit"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""Body soap"", ""Portable fans"", ""Bathtub"", ""Refrigerator"", ""Essentials"", ""Stove"", ""Barbecue utensils"", ""Self check-in"", ""Shampoo"", ""Dishes and silverware"", ""Baking sheet"", ""Stainless steel oven"", ""Coffee maker: french press, Nespresso"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Microwave"", ""Drying rack for clothing""]",3,90,3,3,90,90,3.0,90.0,t,9,36,64,64,3,3,2,2023-10-26,2023-11-19,5.0,5.0,5.0,4.67,4.67,4.67,4.67,t
DWAJS,42.0,Home in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1.5 shared baths,"The house is in Mission Dolores which is central to everything! You are steps from tons of restaurants, coffee shops, public transit, and Market street.  You’ll be next to several great neighborhoods like Hayes Valley, the Castro, Mission, and SOMA.",875221,2011-07-26,"San Francisco, CA",,within an hour,100%,97%,,34.0,"['email', 'phone']",t,t,Mission,37.76826,-122.42327,Private room in home,Private room,1,1.5 shared baths,,1.0,"[""Security cameras on property"", ""Hair dryer"", ""Dishwasher"", ""Smoke alarm"", ""Oven"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Coffee maker"", ""Dryer"", ""Washer"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Extra pillows and blankets"", ""Hangers"", ""Wifi"", ""Keypad"", ""Heating"", ""Kitchen"", ""Hot water"", ""First aid kit"", ""Lock on bedroom door"", ""Refrigerator"", ""Essentials"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Dishes and silverware"", ""Baking sheet"", ""Bed linens"", ""Microwave"", ""TV with standard cable""]",30,1125,30,30,1125,1125,30.0,1125.0,t,7,16,16,105,63,6,1,2018-09-30,2023-11-11,4.97,4.98,4.9,4.97,4.95,4.95,4.83,f
1HZM5,90.0,Home in San Francisco · ★4.76 · 1 bedroom · 1 bed · 1.5 shared baths,"The Mission District is a vibrant and diverse neighborhood located in the heart of San Francisco. Known for its colorful murals, lively atmosphere, and delicious food scene, it offers a unique cultural experience for visitors.<br /><br />The neighborhood is home to a wide variety of restaurants, cafes, bars, and shops, offering everything from traditional Mexican cuisine to modern fusion dishes. Visitors can also explore the numerous art galleries and murals that adorn the walls of buildings throughout the area.<br /><br />The Mission District is well-connected to public transportation, with easy access to BART and MUNI lines, making it a convenient base for exploring other parts of San Francisco. Whether you're looking for a lively nightlife scene or a relaxing afternoon in a park, the Mission District has something to offer for everyone.",501591316,2023-02-17,"San Francisco, CA","am from a country of kind and friendly people, that's why I think I make good friends easily, we are here to always serve you with a smile",within an hour,100%,99%,f,6.0,"['email', 'phone']",t,t,Mission,37.76351407490282,-122.42035195559484,Private room in home,Private room,2,1.5 shared baths,,1.0,"[""Portable heater"", ""Security cameras on property"", ""Coffee"", ""Hot water kettle"", ""AC - split type ductless system"", ""Hair dryer"", ""Lockbox"", ""Laundromat nearby"", ""Baby bath - always at the listing"", ""Smoke alarm"", ""Toaster"", ""Loreal conditioner"", ""Oven"", ""Blender"", ""Luggage dropoff allowed"", ""Free street parking"", ""Loreal body soap"", ""Free dryer \u2013 In unit"", ""Pocket wifi"", ""Fire extinguisher"", ""150\"" HDTV with standard cable"", ""Private entrance"", ""Room-darkening shades"", ""Clothing storage: closet"", ""Rice maker"", ""Wine glasses"", ""City skyline view"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""AEG stainless steel electric stove"", ""Extra pillows and blankets"", ""Hangers"", ""Wifi"", ""Freezer"", ""Cleaning available during stay"", ""Kitchen"", ""Paid street parking off premises"", ""Hot water"", ""Dedicated workspace"", ""First aid kit"", ""Paid parking on premises"", ""Cleaning products"", ""Shower gel"", ""Lock on bedroom door"", ""Coffee maker: drip coffee maker"", ""Refrigerator"", ""Bathtub"", ""Portable fans"", ""Barbecue utensils"", ""Essentials"", ""Self check-in"", ""Dishes and silverware"", ""Long term stays allowed"", ""Baking sheet"", ""Crib - available upon request"", ""Bread maker"", ""Olkay shampoo"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Microwave""]",1,365,1,7,1125,1125,5.5,1125.0,t,16,16,16,16,17,17,2,2023-04-11,2023-11-21,4.76,4.88,4.82,4.71,4.94,4.47,4.47,f
38QUU,178.0,Home in East Palo Alto · 2 bedrooms · 3 beds · 1 bath,,31236892,2015-04-14,"San Francisco, CA",,,,33%,f,1.0,"['email', 'phone']",t,t,East Palo Alto,37.45785,-122.12434,Entire home,Entire home/apt,5,1 bath,,3.0,[],7,730,7,7,730,730,7.0,730.0,t,1,1,31,306,2,0,0,2022-10-23,2022-11-30,4.0,4.5,4.5,4.5,5.0,3.0,4.5,f
EHIKS,120.0,Rental unit in Palo Alto · ★4.85 · Studio · 1 bed · 1 bath,,350692665,2020-06-18,"Palo Alto, CA",,within an hour,100%,100%,t,10.0,"['email', 'phone']",t,t,Palo Alto,37.44831,-122.16461,Entire rental unit,Entire home/apt,2,1 bath,,1.0,[],30,1125,30,30,1125,1125,30.0,1125.0,t,30,33,33,207,54,6,1,2020-11-02,2023-11-24,4.85,4.89,4.72,4.96,4.96,4.94,4.63,t
0TYFE,212.0,Guesthouse in San Francisco · ★4.96 · 1 bedroom · 2 beds · 1 bath,"The home is located on the border of the Dolores Heights neighborhood. Guests will be walking distance from both Castro, Mission, Dolores Park and Market. The neighborhood is more quiet as it is a residential neighborhood, but if guests are looking for more hustle and bustle, they can walk down to Valencia street (5 mins) or Castro street (5 mins). There are plenty of tech shuttle stops close by as well as muni stops.",384297401,2021-01-12,"San Francisco, CA","Hi, we are Sophia and Tyler! We are two working professionals in San Francisco and native to the Bay Area. Previously, Sophia lived in Atlanta and Tyler in New York. However, we couldn't resist moving back to the Bay Area and decided to settle our roots there. 

We are avid travelers and love exploring new cities and meeting new people. It is why we want to help other travelers feel at home by curating homes away from home. Our goal is to create trendy, delightful spaces to help foster unforgettable memories. We love our homes and we hope you do too!",within an hour,100%,100%,t,2.0,"['email', 'phone']",t,t,Castro/Upper Market,37.7621,-122.43123,Entire guesthouse,Entire home/apt,4,1 bath,,2.0,"[""Security cameras on property"", ""Coffee"", ""Hot water kettle"", ""Hair dryer"", ""Dishwasher"", ""Gas stove"", ""Laundromat nearby"", ""Smoke alarm"", ""Toaster"", ""Oven"", ""Blender"", ""Luggage dropoff allowed"", ""Paid parking garage off premises"", ""Free street parking"", ""Tea Tree shampoo"", ""Fire extinguisher"", ""Coffee maker"", ""Private entrance"", ""Clothing storage: closet"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Board games"", ""Iron"", ""Extra pillows and blankets"", ""Hangers"", ""55\"" HDTV with Netflix, Chromecast, Amazon Prime Video"", ""Wifi"", ""Freezer"", ""Heating"", ""Kitchen"", ""Hot water"", ""Tea Tree conditioner"", ""Dedicated workspace"", ""First aid kit"", ""Cleaning products"", ""Shower gel"", ""Refrigerator"", ""Portable fans"", ""Essentials"", ""Self check-in"", ""Smart lock"", ""Dishes and silverware"", ""Private patio or balcony"", ""Baking sheet"", ""Bed linens"", ""Microwave""]",1,1125,1,1,1125,1125,1.0,1125.0,t,7,8,12,155,256,83,4,2021-02-13,2023-11-16,4.96,4.98,4.97,4.97,4.99,4.98,4.82,t
CW7QP,176.0,Rental unit in Santa Clara · ★4.33 · 2 bedrooms · 2 beds · 1 bath,"Nearby parks include Earl Carmichael Park, Raynor Park, and Westwood Acres Park. Closest schools are Pomeroy Elementary, Juan Cabrillo Middle, and Santa Clara High. Public transportation options are also convenient. Easy access to freeways 280, 101, and 237. Plenty of natural light in the morning and afternoon.",220400948,2018-10-13,"Larkspur, CA",,within an hour,100%,88%,f,5.0,"['email', 'phone']",t,f,Santa Clara,37.3417633,-121.9951716,Entire rental unit,Entire home/apt,5,1 bath,,2.0,[],2,1125,2,2,1125,1125,2.0,1125.0,t,8,14,44,100,6,6,0,2023-03-08,2023-10-14,4.33,4.83,5.0,5.0,4.17,4.67,4.17,t
FZLFY,950.0,Home in Oakland · ★5.0 · 4 bedrooms · 6 beds · 2.5 baths,"The property is walking distance to Lake Temescal & Village Market and is 1.5 miles from Rockridge BART Station and very popular Rockridge shops and restaurants; Market Hall, ACote, Zachary's Pizza, Millennium Vegan, Marica, A16, Kitchen Story, Soi 4, ACRE Kitchen. Also 1.7 miles from Claremont Club and Spa.<br /><br />Miles to Hospitals: <br />Oakland Children’s: 2.6 (8 min)<br />Alta Bates Summit Hospital: 3.1(9 min) <br />Kaiser Oakland: 2.7 (10 min)<br />Summit Hospital: 2.8 (11 min)<br />Highland Hospital: 4.5 (10 min)<br />Herrick Hospital: 4.1 (14 min)<br />Kaiser Walnut Creek: 13 (19 min)<br />John Muir Hospital, Walnut Creek: 14 (21 min)<br />Kaiser Richmond: 13 (30 min)",29285291,2015-03-13,"Oakland, CA",,within a few hours,100%,83%,f,1.0,"['email', 'phone']",t,t,Upper Rockridge,37.84705,-122.23468,Entire home,Entire home/apt,10,2.5 baths,,6.0,[],3,365,3,3,365,365,3.0,365.0,t,23,53,83,349,7,7,1,2023-05-15,2023-11-26,5.0,4.86,5.0,5.0,5.0,5.0,4.57,f
